SCHOOL_YEAR	DATA_LEVEL	PUBLIC_OR_INDEPENDENT	DISTRICT_NUMBER	DISTRICT_NAME	SCHOOL_NUMBER	SCHOOL_NAME	EXAM_SUBJECT	GRADE	NUMBER_OF_EXAM_WRITERS	NUMBER_OF_C_MINUS_OR_BETTER	PERCENT_OF_C_MINUS_OR_BETTER
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939017	Sir Charles Tupper Secondary	Chemistry 12	12	26	26	100
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939018	David Thompson Secondary	Chemistry 12	12	16	15	94
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939019	Prince of Wales Secondary	Chemistry 12	12	42	41	98
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939020	Windermere Community Secondary	Chemistry 12	12	15	14	93
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939022	Eric Hamber Secondary	Chemistry 12	12	45	45	100
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03939024	University Hill Secondary	Chemistry 12	12	16	16	100
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03995051	University Transition Program	Chemistry 12	12	11	11	100
2009/2010	SCHOOL LEVEL	BC Public School	039	Vancouver	03998004	Vancouver Learning Network	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	040	New Westminster	04040008	New Westminster Secondary	Chemistry 12	12	85	81	95
2009/2010	SCHOOL LEVEL	BC Public School	041	Burnaby	04141000	Burnaby Continuing Education	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	041	Burnaby	04141001	Burnaby Central Secondary	Chemistry 12	12	24	24	100
2009/2010	SCHOOL LEVEL	BC Public School	041	Burnaby	04141002	Burnaby North Secondary	Chemistry 12	12	28	26	93
2009/2010	SCHOOL LEVEL	BC Public School	041	Burnaby	04141005	Alpha Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	041	Burnaby	04141007	Cariboo Hill Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	041	Burnaby	04141011	Moscrop Secondary	Chemistry 12	12	50	50	100
2009/2010	SCHOOL LEVEL	BC Public School	041	Burnaby	04141062	Burnaby South Secondary	Chemistry 12	12	24	24	100
2009/2010	SCHOOL LEVEL	BC Public School	041	Burnaby	04141063	Burnaby Mountain Secondary	Chemistry 12	12	22	19	86
2009/2010	SCHOOL LEVEL	BC Public School	041	Burnaby	04141068	Byrne Creek Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	041	Burnaby	04199145	Burnaby Online Program	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242001	Maple Ridge Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242002	Garibaldi Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242003	Pitt Meadows Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242004	Westview Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242028	Arthur Peake Centre	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242038	Thomas Haney Centre	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	042	Maple Ridge-Pitt Meadows	04242045	Samuel Robertson Technical Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343000	Continuing Ed SD 43	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343076	Centennial School	Chemistry 12	12	29	29	100
2009/2010	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343080	Dr. Charles Best Secondary School	Chemistry 12	12	16	16	100
2009/2010	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343088	Port Moody Secondary	Chemistry 12	12	12	10	83
2009/2010	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343125	Gleneagle Secondary School	Chemistry 12	12	31	29	94
2009/2010	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343127	Heritage Woods Secondary	Chemistry 12	12	37	34	92
2009/2010	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343130	Pinetree Secondary School	Chemistry 12	12	83	80	96
2009/2010	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343132	Riverside Secondary	Chemistry 12	12	31	29	94
2009/2010	SCHOOL LEVEL	BC Public School	043	Coquitlam	04343136	Terry Fox Secondary	Chemistry 12	12	24	21	88
2009/2010	SCHOOL LEVEL	BC Public School	043	Coquitlam	04399143	Coquitlam Open Learning 10-12	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	043	Coquitlam	04399179	LINC-CLC	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444012	Sutherland Secondary	Chemistry 12	12	32	30	94
2009/2010	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444022	Argyle Secondary	Chemistry 12	12	16	16	100
2009/2010	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444025	Handsworth Secondary School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444026	Windsor Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444036	Carson Graham Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	044	North Vancouver	04444047	Seycove Secondary Community	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	044	North Vancouver	04499176	North Vancouver Distributed Learning Sch	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	045	West Vancouver	04545010	Sentinel Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	045	West Vancouver	04545015	West Vancouver Secondary	Chemistry 12	12	17	17	100
2009/2010	SCHOOL LEVEL	BC Public School	045	West Vancouver	04545081	Rockridge Secondary	Chemistry 12	12	13	11	85
2009/2010	SCHOOL LEVEL	BC Public School	046	Sunshine Coast	04646008	Elphinstone Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	046	Sunshine Coast	04646017	Chatelech Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	047	Powell River	04747021	Brooks Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	048	Sea to Sky	04848004	Howe Sound Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	048	Sea to Sky	04848021	Pemberton Secondary School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	048	Sea to Sky	04848022	Whistler Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	049	Central Coast	04949002	Sir Alexander Mackenzie Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	051	Boundary	05112002	Grand Forks Secondary School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	051	Boundary	05113010	Boundary Central Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	052	Prince Rupert	05252009	Prince Rupert Secondary	Chemistry 12	12	28	16	57
2009/2010	SCHOOL LEVEL	BC Public School	052	Prince Rupert	05252018	Charles Hays Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	053	Okanagan Similkameen	05314001	Southern Okanagan Secondary	Chemistry 12	12	20	16	80
2009/2010	SCHOOL LEVEL	BC Public School	053	Okanagan Similkameen	05314008	Osoyoos Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	053	Okanagan Similkameen	05316004	Similkameen Elem-Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	054	Bulkley Valley	05454011	Houston Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	054	Bulkley Valley	05454013	Smithers Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	054	Bulkley Valley	05499163	Bulkley Valley Education Connection	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	057	Prince George	05757012	Duchess Park Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	057	Prince George	05757036	Prince George Secondary School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	057	Prince George	05757047	Kelly Road Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	057	Prince George	05757100	D P Todd Secondary	Chemistry 12	12	10	9	90
2009/2010	SCHOOL LEVEL	BC Public School	057	Prince George	05798005	CIDES - District 57 Connect	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	058	Nicola-Similkameen	05817008	Princeton Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	058	Nicola-Similkameen	05831005	Merritt Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	058	Nicola-Similkameen	05898002	South Central Interior Distance Ed	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	059	Peace River South	05959008	South Peace Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	060	Peace River North	06060015	North Peace Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	060	Peace River North	06060060	Hudson's Hope School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161000	Continuing Ed SD 61	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161018	Victoria High School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161024	Oak Bay Secondary	Chemistry 12	12	13	13	100
2009/2010	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161048	Esquimalt High School	Chemistry 12	12	16	16	100
2009/2010	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161049	Mount Douglas Secondary	Chemistry 12	12	87	86	99
2009/2010	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161057	Reynolds Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161063	Spectrum Community	Chemistry 12	12	15	13	87
2009/2010	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06161064	Lambrick Park Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	061	Greater Victoria	06199146	Home Learners' Link	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	062	Sooke	06262013	Belmont Secondary	Chemistry 12	12	16	16	100
2009/2010	SCHOOL LEVEL	BC Public School	062	Sooke	06262033	Edward Milne Community School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	062	Sooke	06299164	Juan de Fuca Distributed Learning	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	063	Saanich	06363020	Stelly's Secondary School	Chemistry 12	12	12	11	92
2009/2010	SCHOOL LEVEL	BC Public School	063	Saanich	06363021	Claremont Secondary School	Chemistry 12	12	64	48	75
2009/2010	SCHOOL LEVEL	BC Public School	064	Gulf Islands	06464010	Gulf Islands Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	067	Okanagan Skaha	06715002	Penticton Secondary	Chemistry 12	12	70	61	87
2009/2010	SCHOOL LEVEL	BC Public School	067	Okanagan Skaha	06715008	Princess Margaret Secondary	Chemistry 12	12	14	9	64
2009/2010	SCHOOL LEVEL	BC Public School	067	Okanagan Skaha	06777002	Summerland Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868001	Nanaimo District Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868010	Dover Bay Secondary	Chemistry 12	12	21	21	100
2009/2010	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868011	John Barsby Community School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868013	Woodlands Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	068	Nanaimo-Ladysmith	06868015	Wellington Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	069	Qualicum	06969012	Ecole Secondaire Ballenas Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	069	Qualicum	06969014	Kwalikum Secondary	Chemistry 12	12	15	13	87
2009/2010	SCHOOL LEVEL	BC Public School	070	Alberni	07070001	Alberni District Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	070	Alberni	07070005	Ucluelet Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	071	Comox Valley	07171040	Georges P Vanier Secondary	Chemistry 12	12	17	17	100
2009/2010	SCHOOL LEVEL	BC Public School	071	Comox Valley	07171041	Highland Secondary	Chemistry 12	12	57	55	96
2009/2010	SCHOOL LEVEL	BC Public School	071	Comox Valley	07171054	Mark R. Isfeld Senior Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	071	Comox Valley	07198008	North Island Distance Education School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	072	Campbell River	07272010	Carihi Secondary	Chemistry 12	12	23	23	100
2009/2010	SCHOOL LEVEL	BC Public School	072	Campbell River	07272012	Timberline Secondary School	Chemistry 12	12	31	21	68
2009/2010	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324012	South Kamloops Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324043	Brocklehurst Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324045	Valleyview Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	073	Kamloops/Thompson	07324057	Sa-hali Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	075	Mission	07575014	Mission Secondary	Chemistry 12	12	14	14	100
2009/2010	SCHOOL LEVEL	BC Public School	075	Mission	07575022	Hatzic Secondary School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	075	Mission	07575033	Heritage Park Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	079	Cowichan Valley	07965009	Cowichan Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	079	Cowichan Valley	07965033	Chemainus Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	079	Cowichan Valley	07965039	Frances Kelsey Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	083	North Okanagan-Shuswap	08321004	Pleasant Valley Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	083	North Okanagan-Shuswap	08383035	Salmon Arm Secondary	Chemistry 12	12	14	14	100
2009/2010	SCHOOL LEVEL	BC Public School	084	Vancouver Island West	08484012	Gold River Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	091	Nechako Lakes	09191023	Lakes District Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	091	Nechako Lakes	09199085	Ebus Academy	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09343092	Ecole des Pionniers	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09357012	Duchess Park Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Public School	093	Conseil scolaire francophone	09393004	Penticton Secondary School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			02396013	Immaculata Regional High School	Chemistry 12	12	21	18	86
2009/2010	SCHOOL LEVEL	BC Independent School			02396281	Kelowna Christian School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			02396479	Heritage Christian School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			02396738	Heritage Christian Online School (DL)	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			02796263	Maranatha Christian School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03396251	Highroad Academy	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03496020	Mennonite Educational Institute	Chemistry 12	12	42	41	98
2009/2010	SCHOOL LEVEL	BC Independent School			03496069	Abbotsford Christian School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03596289	Credo Christian Schools	Chemistry 12	12	13	13	100
2009/2010	SCHOOL LEVEL	BC Independent School			03596311	Langley Christian	Chemistry 12	12	15	13	87
2009/2010	SCHOOL LEVEL	BC Independent School			03696015	Fraser Valley Christian High	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03696166	Holy Cross Regional High School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03696394	Pacific Academy	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03696476	Regent Christian Academy	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03696610	Southridge School	Chemistry 12	12	24	22	92
2009/2010	SCHOOL LEVEL	BC Independent School			03696720	Traditional Learning Academy Online	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03796694	Southpointe Academy	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03896178	Richmond Christian School	Chemistry 12	12	23	20	87
2009/2010	SCHOOL LEVEL	BC Independent School			03996002	St George's School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03996004	Crofton House	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03996007	Vancouver College	Chemistry 12	12	22	21	95
2009/2010	SCHOOL LEVEL	BC Independent School			03996011	York House School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03996019	Little Flower Academy	Chemistry 12	12	12	12	100
2009/2010	SCHOOL LEVEL	BC Independent School			03996022	Notre Dame Regional Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03996030	St Patrick Regional Secondary	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03996435	St John's School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03996451	King David High School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03996527	St John's International	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03996601	West Coast Christian School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03996645	West Point Grey Academy	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03996659	Century High School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03996732	Pacific Torah Institute	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			03996733	Pattison High School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			04196031	St Thomas More Collegiate	Chemistry 12	12	12	12	100
2009/2010	SCHOOL LEVEL	BC Independent School			04196169	Deer Lake SDA School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			04196766	Carver Christian High School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			04296099	Maple Ridge Christian School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			04296400	Meadowridge School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			04396579	British Columbia Christian Academy	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			04396588	Traditional Learning Academy	Chemistry 12	12	10	9	90
2009/2010	SCHOOL LEVEL	BC Independent School			04396629	Archbishop Carney Secondary	Chemistry 12	12	11	11	100
2009/2010	SCHOOL LEVEL	BC Independent School			04496062	St Thomas Aquinas	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			04596367	Collingwood School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			06096473	Christian Life School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			06196008	St Michaels University School - Senior	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			06196010	St Margaret's	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			06196021	Glenlyon Norfolk School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			06196084	Pacific Christian School	Chemistry 12	12	10	9	90
2009/2010	SCHOOL LEVEL	BC Independent School			06196341	St Andrew's Regional High	Chemistry 12	12	18	15	83
2009/2010	SCHOOL LEVEL	BC Independent School			07296335	Campbell River Christian School	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			07396194	St Ann's Academy	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			07996005	Brentwood College	Chemistry 12	12	11	11	100
2009/2010	SCHOOL LEVEL	BC Independent School			07996006	Shawnigan Lake	Chemistry 12	12	21	21	100
2009/2010	SCHOOL LEVEL	BC Independent School			07996017	Queen Margaret's	Chemistry 12	12	Msk	Msk	Msk
2009/2010	SCHOOL LEVEL	BC Independent School			07996812	Dwight International School	Chemistry 12	12	Msk	Msk	Msk
